filepath,filename,actor_id,emotion,emotion_code,intensity_code,statement_code,repetition_code,sample_rate,duration,pitch_mean,pitch_std,speech_energy,energy_variance,zero_crossing_rate,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_variance,mfcc_2_variance,mfcc_3_variance,mfcc_4_variance,mfcc_5_variance,mfcc_6_variance,mfcc_7_variance,mfcc_8_variance,mfcc_9_variance,mfcc_10_variance,mfcc_11_variance,mfcc_12_variance,mfcc_13_variance
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-06-01-02-01-03.wav,03-01-06-01-02-01-03.wav,3,Fear,6,1,2,1,48000,3.5035,70.66146330194678,7.791493990794989,0.00834313128143549,0.00011996710964012891,0.07598635780775076,-557.5913696289062,79.30087280273438,-10.559691429138184,17.806804656982422,-2.841905117034912,10.685295104980469,-6.488109111785889,-3.9426188468933105,-13.416120529174805,-7.913073539733887,-4.188864707946777,-8.59135627746582,-2.928657293319702,27277.201171875,4388.1982421875,842.307861328125,599.2676391601562,481.32733154296875,245.7248992919922,217.91424560546875,113.26908874511719,139.66159057617188,76.11185455322266,82.7115707397461,120.39288330078125,55.16278076171875
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-06-01-02-02-03.wav,03-01-06-01-02-02-03.wav,3,Fear,6,1,2,2,48000,3.2032083333333334,70.2389786095302,6.028134485044721,0.006995574105530977,0.00010205945727648214,0.06795707018272425,-577.4122924804688,83.98748016357422,-8.424986839294434,9.811444282531738,3.2185449600219727,11.16664981842041,-4.1687164306640625,-4.722151279449463,-13.760408401489258,-6.826519012451172,-3.5647807121276855,-7.195362091064453,1.0284112691879272,21715.69140625,5188.07275390625,595.05419921875,614.0064086914062,401.61395263671875,214.6577606201172,151.78953552246094,101.10224914550781,146.34127807617188,114.30646514892578,39.57365417480469,148.03280639648438,62.712806701660156
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-05-02-02-02-03.wav,03-01-05-02-02-02-03.wav,3,Angry,5,2,2,2,48000,4.5045,119.14370073939365,18.803170741808945,0.06310663372278214,0.006934739649295807,0.09872862182328605,-354.46044921875,66.60235595703125,-20.03985023498535,13.610674858093262,-5.919512748718262,0.00018700133659876883,-10.763463973999023,4.998685359954834,-10.845707893371582,-7.561625003814697,-6.752345561981201,-5.047123908996582,-3.696023941040039,29160.56640625,3854.83935546875,1041.3492431640625,384.5763244628906,540.2833251953125,658.826416015625,479.586181640625,212.9897918701172,198.47293090820312,146.07315063476562,67.0197982788086,146.1848602294922,79.3510971069336
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-06-02-01-01-03.wav,03-01-06-02-01-01-03.wav,3,Fear,6,2,1,1,48000,3.3033125,96.63192570953987,12.268880755266453,0.025211596861481667,0.0009337103110738099,0.05708952872983871,-416.8770751953125,93.55297088623047,-13.417342185974121,14.867506980895996,2.4060754776000977,17.462491989135742,-2.818732738494873,4.168933391571045,-6.812184810638428,1.1675431728363037,-6.263754367828369,-6.4478349685668945,6.1810994148254395,24748.419921875,2737.3984375,554.1500854492188,308.9857482910156,547.8237915039062,276.8821105957031,255.89869689941406,117.36678314208984,143.81353759765625,92.74818420410156,98.28555297851562,105.33711242675781,197.1060333251953
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-06-02-02-01-03.wav,03-01-06-02-02-01-03.wav,3,Fear,6,2,2,1,48000,3.3033125,116.31478628471635,18.129399815812878,0.027582550421357155,0.001328767160885036,0.07135049143145161,-425.42889404296875,71.38554382324219,-13.045389175415039,14.818954467773438,-3.7614073753356934,12.552748680114746,-1.9730874300003052,4.265411376953125,-14.234061241149902,-6.522215843200684,-6.463125228881836,-9.791532516479492,-0.38614845275878906,25597.3828125,2922.973388671875,753.6996459960938,379.6869812011719,667.921875,301.36566162109375,311.4090576171875,124.13890838623047,208.4456329345703,98.3996353149414,84.88170623779297,153.48081970214844,93.57013702392578
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-06-02-01-02-03.wav,03-01-06-02-01-02-03.wav,3,Fear,6,2,1,2,48000,3.9038958333333333,130.12515956494067,24.431188196032572,0.04302572086453438,0.003493109019473195,0.07864930199795082,-368.6014404296875,77.3717041015625,-24.10260581970215,6.453710079193115,-7.004722595214844,7.090896129608154,-7.226994037628174,-0.7220492362976074,-19.605510711669922,-9.879688262939453,-7.235123634338379,-14.060125350952148,-0.7361805438995361,19234.07421875,2602.770263671875,793.4662475585938,427.3497314453125,476.10870361328125,304.7999572753906,310.06097412109375,155.6177520751953,221.4817352294922,78.6852035522461,67.93096923828125,181.76087951660156,121.03472137451172
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-06-02-02-02-03.wav,03-01-06-02-02-02-03.wav,3,Fear,6,2,2,2,48000,3.4367708333333336,129.25943517963583,20.13755731078234,0.035824984312057495,0.002263766247779131,0.08479464976780186,-384.3938293457031,82.68547058105469,-25.854326248168945,5.158636569976807,-13.674615859985352,6.1407551765441895,-7.603784561157227,-3.954925775527954,-20.229721069335938,-5.529837608337402,-11.622337341308594,-15.883946418762207,2.9951694011688232,19380.005859375,2164.502685546875,678.2863159179688,449.0169372558594,615.4424438476562,480.61737060546875,325.6875915527344,121.13314819335938,143.10101318359375,111.0724868774414,78.34696960449219,99.15128326416016,193.92831420898438
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-07-01-01-02-03.wav,03-01-07-01-01-02-03.wav,3,Disgust,7,1,1,2,48000,3.970645833333333,59.9149587983463,5.967881306715288,0.003465299727395177,2.5249673853977583e-05,0.07575297419571046,-618.374267578125,83.00514221191406,-1.675918698310852,12.043492317199707,1.6131186485290527,15.32455825805664,-10.920173645019531,2.047196626663208,-10.583955764770508,-5.136905193328857,-4.841039657592773,-3.9477427005767822,2.530381202697754,23275.3359375,3930.9990234375,847.0504150390625,580.2388305664062,551.6023559570312,291.4532470703125,382.9378356933594,126.29581451416016,117.5126724243164,163.28147888183594,114.46475219726562,83.34568786621094,105.48653411865234
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-07-01-01-01-03.wav,03-01-07-01-01-01-03.wav,3,Disgust,7,1,1,1,48000,4.037375,67.28140885003155,12.304680396332873,0.0049347467720508575,6.188242696225643e-05,0.09326429543205805,-573.58203125,84.51252746582031,-9.768135070800781,10.765008926391602,0.062492672353982925,11.318470001220703,-10.694777488708496,0.8141956329345703,-9.129473686218262,-3.4155077934265137,-3.706592559814453,-1.5936696529388428,3.000084638595581,21162.845703125,3621.1767578125,1072.0352783203125,419.98260498046875,502.8736877441406,401.2802734375,321.5578308105469,137.6654815673828,129.12490844726562,98.55973815917969,93.42840576171875,66.05491638183594,94.04784393310547
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-07-01-02-01-03.wav,03-01-07-01-02-01-03.wav,3,Disgust,7,1,2,1,48000,3.6036041666666665,58.78746102117278,7.628523776905512,0.0036873051431030035,2.384489926043898e-05,0.0961986293454142,-612.5424194335938,67.3491439819336,-1.670459270477295,17.940509796142578,1.5331881046295166,14.715974807739258,-10.138941764831543,0.48823925852775574,-14.177336692810059,2.47049617767334,-4.173372745513916,-0.7552409768104553,1.298949956893921,30065.443359375,3297.7763671875,586.888916015625,588.1695556640625,390.6561584472656,228.0104522705078,347.19049072265625,142.4206085205078,212.2547607421875,127.88687896728516,126.3685302734375,116.17073059082031,68.0228042602539
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-07-01-02-02-03.wav,03-01-07-01-02-02-03.wav,3,Disgust,7,1,2,2,48000,3.7704375,63.419481859218266,6.629520554505887,0.006295596715062857,8.1565223808866e-05,0.10771291269420905,-538.4949951171875,77.05979919433594,-9.714146614074707,8.943497657775879,-0.7551337480545044,13.81585693359375,-12.097764015197754,-0.36313968896865845,-14.664741516113281,-1.7315630912780762,-6.433363437652588,-3.992875814437866,3.888582229614258,17467.42578125,4620.1640625,668.3002319335938,829.5132446289062,503.3077697753906,343.663330078125,291.60626220703125,163.64698791503906,170.00970458984375,125.34529113769531,78.02981567382812,97.07034301757812,88.59784698486328
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-07-02-01-02-03.wav,03-01-07-02-01-02-03.wav,3,Disgust,7,2,1,2,48000,4.104104166666667,62.57934765373503,9.90444295166575,0.004508150275796652,3.061477036681026e-05,0.09640320616883116,-559.086669921875,95.37837219238281,-5.898037910461426,18.884578704833984,-3.155167818069458,12.157998085021973,-14.379379272460938,3.942457675933838,-12.291295051574707,4.836808681488037,-5.365697383880615,-3.773310422897339,2.6006686687469482,20806.087890625,2717.734375,983.9465942382812,585.4541625976562,491.9775085449219,385.7688293457031,372.2029113769531,135.78277587890625,179.26699829101562,93.84121704101562,110.51338195800781,93.42268371582031,84.84066009521484
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-07-02-01-01-03.wav,03-01-07-02-01-01-03.wav,3,Disgust,7,2,1,1,48000,4.104104166666667,64.72100502723845,10.479741340329495,0.004323970060795546,4.1671843064250425e-05,0.0989460734577922,-584.6921997070312,85.48360443115234,-4.928233623504639,12.61363410949707,4.452445030212402,15.811363220214844,-15.518513679504395,0.8976672887802124,-12.66860294342041,2.2340962886810303,-4.073237895965576,-3.132962465286255,0.8561591506004333,27044.111328125,2890.945068359375,921.31201171875,523.6296997070312,405.707763671875,354.8526306152344,369.0286865234375,96.64453887939453,195.42735290527344,116.27458190917969,139.47769165039062,96.414794921875,103.91899108886719
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-07-02-02-02-03.wav,03-01-07-02-02-02-03.wav,3,Disgust,7,2,2,2,48000,3.9372708333333333,80.29119474378265,23.512395537498758,0.013410181738436222,0.00030567808425985277,0.10722260346283784,-482.8136901855469,75.00667572021484,-14.95116901397705,13.023558616638184,-8.709138870239258,4.091891765594482,-11.123576164245605,-0.10488370060920715,-15.445598602294922,-1.0205048322677612,-9.323097229003906,-6.592812538146973,-3.4717774391174316,21248.8828125,4592.529296875,669.0066528320312,580.0014038085938,614.0711059570312,520.9404296875,333.45953369140625,119.20301055908203,345.78961181640625,160.83786010742188,85.20256805419922,121.59322357177734,157.56797790527344
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-07-02-02-01-03.wav,03-01-07-02-02-01-03.wav,3,Disgust,7,2,2,1,48000,3.8371666666666666,61.49209990825684,8.885515937743982,0.008165101520717144,0.00014456377539318055,0.09138861762152778,-533.6057739257812,84.39921569824219,0.1638556569814682,15.755455017089844,-6.36556339263916,8.379247665405273,-11.798391342163086,-0.8514792323112488,-9.785819053649902,4.587272644042969,-7.542075157165527,-8.83975601196289,-1.4748547077178955,23429.478515625,4359.3359375,981.6930541992188,567.4844360351562,646.0169067382812,457.97186279296875,280.90545654296875,147.24639892578125,216.32135009765625,265.42205810546875,115.61043548583984,175.40794372558594,108.65950775146484
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-08-01-01-01-03.wav,03-01-08-01-01-01-03.wav,3,Surprise,8,1,1,1,48000,3.2365625,113.29151313498929,26.056443219626445,0.006414417177438736,7.970941078383476e-05,0.05934544613486842,-595.9263305664062,78.5534439086914,-12.423606872558594,3.734452962875366,-5.974557399749756,3.3046634197235107,-7.769446849822998,-2.823690414428711,-16.835426330566406,-5.3281097412109375,-5.7895026206970215,-8.341509819030762,-2.3362739086151123,25038.32421875,4438.30029296875,520.7817993164062,422.8993225097656,243.70909118652344,221.00143432617188,240.31753540039062,65.64032745361328,345.7083435058594,51.43960952758789,62.42431640625,199.1768798828125,101.67534637451172
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-08-01-01-02-03.wav,03-01-08-01-01-02-03.wav,3,Surprise,8,1,1,2,48000,3.370041666666667,86.91199464155282,23.222995788870705,0.007192347664386034,0.00010615798237267882,0.0594482421875,-589.1671752929688,71.25430297851562,-6.49586820602417,10.414871215820312,0.6461785435676575,12.101652145385742,-5.762768745422363,1.2785263061523438,-9.006349563598633,0.6122379302978516,-0.48744770884513855,-3.29506254196167,-0.6397790312767029,31140.759765625,4625.94921875,618.2638549804688,499.5903015136719,231.4845733642578,219.85165405273438,281.1201171875,75.13008117675781,271.49676513671875,76.50423431396484,72.506591796875,140.24171447753906,78.61691284179688
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-08-01-02-01-03.wav,03-01-08-01-02-01-03.wav,3,Surprise,8,1,2,1,48000,3.2032083333333334,82.45411699398831,33.98822672715163,0.005809971131384373,7.136522617656738e-05,0.07254950944767442,-621.9849243164062,74.44959259033203,-7.0384087562561035,8.357906341552734,-1.7497483491897583,3.8079586029052734,-3.6040616035461426,-0.7702564597129822,-12.946666717529297,-3.047894239425659,-4.996516227722168,-7.210417747497559,-1.4043933153152466,27862.06640625,6361.59814453125,779.1884155273438,439.7056579589844,289.89642333984375,218.97430419921875,183.8111572265625,76.89672088623047,300.47540283203125,89.32466125488281,83.66653442382812,182.4814453125,61.617855072021484
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-08-01-02-02-03.wav,03-01-08-01-02-02-03.wav,3,Surprise,8,1,2,2,48000,3.5702291666666666,76.77639576467773,18.30996109664128,0.009165790863335133,0.00015847236500121653,0.0695370802238806,-562.6587524414062,77.10037994384766,-12.401530265808105,4.353536605834961,0.7815573811531067,6.852413654327393,-9.183084487915039,-1.5145052671432495,-12.494551658630371,-0.7134585976600647,-3.053711414337158,-6.7188825607299805,0.5591496229171753,28060.083984375,6493.48046875,644.2376708984375,546.4452514648438,317.1851501464844,395.5626525878906,288.4714660644531,64.38885498046875,224.75132751464844,73.1156997680664,67.76982116699219,164.14529418945312,58.10574722290039
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-08-02-01-02-03.wav,03-01-08-02-01-02-03.wav,3,Surprise,8,2,1,2,48000,3.6036041666666665,124.93815742621432,62.33179604110385,0.015995295718312263,0.0006186833488754928,0.06647125785872782,-494.06683349609375,65.62786865234375,-12.414146423339844,9.383932113647461,-1.4355839490890503,5.369410991668701,-10.157307624816895,-0.27452683448791504,-8.827606201171875,-3.382131338119507,0.738632082939148,-6.494851589202881,-3.4393885135650635,26106.408203125,4242.1865234375,620.0369873046875,472.4803161621094,321.610107421875,343.1651916503906,369.72113037109375,83.4506607055664,164.67860412597656,93.79309844970703,51.46632766723633,152.03399658203125,73.77809143066406
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-08-02-01-01-03.wav,03-01-08-02-01-01-03.wav,3,Surprise,8,2,1,1,48000,3.2699375,95.76757537719044,16.333980656932628,0.012895390391349792,0.0003825013991445303,0.07094551608306189,-537.30810546875,77.16358184814453,-12.277403831481934,5.073211669921875,-3.134587287902832,3.600822925567627,-12.940110206604004,-0.37930557131767273,-12.017873764038086,-5.127750873565674,-3.8824384212493896,-10.082859992980957,-4.742926120758057,29695.107421875,4511.26123046875,1047.1724853515625,336.210693359375,354.2594299316406,300.8035888671875,535.2894897460938,88.77973937988281,239.06997680664062,86.57937622070312,62.40394592285156,188.1300506591797,87.99937438964844
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-08-02-02-01-03.wav,03-01-08-02-02-01-03.wav,3,Surprise,8,2,2,1,48000,3.5035,110.20864132476514,18.350365038899458,0.016429735347628593,0.0006184159428812563,0.06434775123480244,-483.5467834472656,67.15192413330078,-13.673473358154297,5.602909564971924,-12.103259086608887,2.9423367977142334,-5.771639347076416,-3.8491218090057373,-15.959561347961426,-2.904176712036133,-2.1557650566101074,-9.590043067932129,-1.9746521711349487,24023.689453125,4077.387451171875,783.55126953125,485.439697265625,309.1708679199219,276.50323486328125,230.1354217529297,80.5671157836914,308.42218017578125,113.67991638183594,71.13009643554688,165.2095184326172,123.0525131225586
audio data\Audios\audio_speech_actors_01-24\Actor_03\03-01-08-02-02-02-03.wav,03-01-08-02-02-02-03.wav,3,Surprise,8,2,2,2,48000,3.2365625,95.00169349160103,30.781422453412194,0.009995702654123306,0.00022236294171307236,0.06520642732319079,-573.823486328125,70.37845611572266,-8.123536109924316,7.1775641441345215,-4.359709739685059,5.504968643188477,-8.065356254577637,-1.3889923095703125,-10.782379150390625,-1.8639370203018188,-5.160228252410889,-6.223036289215088,-2.87351655960083,29927.1484375,5284.638671875,557.1533813476562,628.5000610351562,531.9367065429688,345.4427795410156,324.035400390625,121.6092758178711,216.81448364257812,64.57968139648438,72.31060791015625,132.1977996826172,65.51676177978516
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-01-01-01-01-04.wav,03-01-01-01-01-01-04.wav,4,Neutral,1,1,1,1,48000,3.3032916666666665,109.8922379301449,35.62758293776068,0.0023342985659837723,1.2994670214538928e-05,0.049154170866935486,-718.600341796875,60.42958068847656,-7.504326820373535,8.469443321228027,0.09843986481428146,2.273503065109253,-9.096851348876953,1.3273764848709106,-10.595312118530273,-6.96135950088501,-5.23876953125,-2.873955488204956,-2.8553788661956787,24762.58984375,4996.64599609375,880.5665283203125,457.8114013671875,192.90667724609375,125.89505767822266,261.66937255859375,113.41661834716797,220.14349365234375,122.96834564208984,72.72206115722656,75.7634506225586,41.50935745239258
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-01-01-01-02-04.wav,03-01-01-01-01-02-04.wav,4,Neutral,1,1,1,2,48000,3.370041666666667,105.106366616828,26.879067044592635,0.0026024605613201857,1.5282072126865387e-05,0.05197723002373418,-728.3772583007812,63.84737014770508,-6.796701908111572,8.69739818572998,-2.738881826400757,0.3490503430366516,-11.36904525756836,0.1860775500535965,-11.621505737304688,-8.651810646057129,-7.351626396179199,-3.959806442260742,-3.4475820064544678,27179.6171875,4842.35498046875,874.9065551757812,490.0130615234375,175.2909393310547,112.03913879394531,304.8757019042969,116.4798355102539,263.5962219238281,130.4063720703125,106.58204650878906,83.71968841552734,47.863250732421875
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-01-01-02-01-04.wav,03-01-01-01-02-01-04.wav,4,Neutral,1,1,2,1,48000,3.2699375,102.23924937890823,22.36344550617457,0.0025009659584611654,1.4134103366814088e-05,0.04923688161644951,-736.3026123046875,60.053993225097656,-3.566798686981201,5.599889278411865,-4.1997551918029785,1.9165611267089844,-8.695419311523438,0.44696980714797974,-13.650150299072266,-6.8596014976501465,-7.689394950866699,-4.050660610198975,-5.079768657684326,26819.541015625,5446.33984375,618.3732299804688,612.681396484375,287.0340881347656,239.45025634765625,220.40792846679688,108.3869857788086,325.57122802734375,107.84870147705078,109.5399169921875,77.43407440185547,55.246742248535156
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-01-01-02-02-04.wav,03-01-01-01-02-02-04.wav,4,Neutral,1,1,2,2,48000,3.2365625,96.10427540543773,20.182853057571457,0.00209894310683012,9.845415661402512e-06,0.05263157894736842,-757.00341796875,64.36532592773438,-3.909104108810425,9.784699440002441,-5.917266845703125,3.0659890174865723,-9.173675537109375,0.6990711092948914,-11.852818489074707,-7.5447916984558105,-6.881730079650879,-4.318259239196777,-4.139405727386475,29682.513671875,5439.37158203125,671.98291015625,635.2342529296875,328.2560119628906,208.3480987548828,230.00511169433594,73.8653793334961,269.870849609375,108.15301513671875,114.44351196289062,76.231201171875,42.757686614990234
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-02-01-01-01-04.wav,03-01-02-01-01-01-04.wav,4,Calm,2,1,1,1,48000,3.8037916666666667,104.0850574434364,21.2544991433741,0.0026316558942198753,1.3440411748888437e-05,0.0594171262254902,-685.4221801757812,69.44430541992188,-6.9250383377075195,5.362705707550049,-4.171221733093262,-1.524371862411499,-10.922847747802734,-0.36459240317344666,-12.174260139465332,-8.349274635314941,-8.175558090209961,-3.3442320823669434,-3.6748321056365967,21781.115234375,4212.04638671875,901.011962890625,519.5010375976562,250.7646026611328,185.40528869628906,258.80023193359375,164.6948699951172,221.36160278320312,126.74748229980469,122.39604949951172,94.22452545166016,73.51671600341797
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-02-01-02-01-04.wav,03-01-02-01-02-01-04.wav,4,Calm,2,1,2,1,48000,3.636979166666667,102.15216426283233,16.370351630831596,0.003873694920912385,2.292184581165202e-05,0.05764296187683284,-680.5748291015625,71.79891967773438,-4.879463195800781,10.461559295654297,-3.708815336227417,1.5598108768463135,-9.66198444366455,1.6067384481430054,-13.27108383178711,-6.7645697593688965,-7.330808162689209,-3.653245449066162,-2.5148885250091553,25461.33203125,4650.85693359375,836.08447265625,623.225341796875,333.80224609375,321.5828857421875,287.607421875,156.06263732910156,282.0345458984375,120.35270690917969,158.49853515625,112.89176177978516,55.50790023803711
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-02-01-01-02-04.wav,03-01-02-01-01-02-04.wav,4,Calm,2,1,1,2,48000,3.7370625,110.20512413485777,20.398767787919816,0.00284949759952724,1.3754492101725191e-05,0.055406706285612534,-698.5949096679688,80.2412338256836,-13.513395309448242,3.778268814086914,-2.8895528316497803,1.040688157081604,-10.542679786682129,-1.1410150527954102,-12.096688270568848,-7.650936126708984,-6.021699905395508,-2.927699565887451,-3.1982269287109375,27849.796875,4170.4921875,867.9085693359375,384.65545654296875,235.0799560546875,132.4405517578125,249.76882934570312,154.1499786376953,176.69073486328125,125.0270004272461,138.83428955078125,91.56932830810547,54.47629928588867
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-02-02-01-01-04.wav,03-01-02-02-01-01-04.wav,4,Calm,2,2,1,1,48000,3.970625,110.73860108273163,16.33064730106137,0.002521604998037219,1.0993700016115326e-05,0.04683180085455764,-695.991943359375,73.90499114990234,-10.055801391601562,7.908470153808594,-6.483527183532715,0.5934051871299744,-8.801838874816895,-1.369908332824707,-12.135429382324219,-8.555505752563477,-6.115128517150879,-4.864552021026611,-2.0286147594451904,20872.275390625,3959.11328125,909.626953125,434.7124328613281,233.76687622070312,144.73500061035156,203.0390167236328,134.68569946289062,170.10513305664062,93.63727569580078,136.61111450195312,144.81387329101562,62.650638580322266
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-02-01-02-02-04.wav,03-01-02-01-02-02-04.wav,4,Calm,2,1,2,2,48000,3.57025,109.70008579906656,14.002290161567583,0.0026499147061258554,1.1526786693139002e-05,0.0876953125,-691.2130126953125,76.85234069824219,-8.413982391357422,5.390219688415527,-7.749627590179443,2.715341806411743,-10.416017532348633,-0.14037181437015533,-17.642240524291992,-12.021615028381348,-5.515571117401123,-3.7796504497528076,-5.325854778289795,20376.357421875,3913.71875,884.544189453125,742.6941528320312,259.14093017578125,254.95616149902344,246.48251342773438,127.85211944580078,219.12742614746094,117.44784545898438,147.15907287597656,120.37916564941406,59.0705680847168
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-02-02-01-02-04.wav,03-01-02-02-01-02-04.wav,4,Calm,2,2,1,2,48000,3.8038125,106.60160990319018,15.63563683093972,0.0025773707311600447,1.2531331776699517e-05,0.09206221551120448,-674.8306274414062,83.46280670166016,-12.224372863769531,2.2881221771240234,-3.3299243450164795,3.2708740234375,-11.137131690979004,-1.9810601472854614,-18.391437530517578,-12.464378356933594,-6.38582706451416,-3.9746670722961426,-3.486721992492676,16196.296875,3267.88525390625,791.4017944335938,553.3082275390625,210.12937927246094,136.26220703125,251.26002502441406,202.6623992919922,176.0804443359375,127.21295166015625,167.7665252685547,154.8004913330078,49.98701858520508
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-02-02-02-01-04.wav,03-01-02-02-02-01-04.wav,4,Calm,2,2,2,1,48000,3.8037916666666667,107.41741246811824,15.360577944926593,0.003176250262185931,1.4211363122740295e-05,0.08508813681722689,-646.131103515625,80.7706069946289,-12.636460304260254,7.535833358764648,-5.42009162902832,1.6830782890319824,-10.523614883422852,0.15807533264160156,-18.250381469726562,-10.055660247802734,-4.023782730102539,-3.343353748321533,-4.786915302276611,16103.1708984375,4183.13427734375,746.4093017578125,714.7022705078125,262.3074035644531,220.03488159179688,309.0635070800781,223.71788024902344,256.5357666015625,133.93707275390625,129.6183319091797,128.06979370117188,70.89326477050781
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-02-02-02-02-04.wav,03-01-02-02-02-02-04.wav,4,Calm,2,2,2,2,48000,4.037375,101.37832294784633,8.807332340702617,0.0028001682367175817,1.1351845387252979e-05,0.06372392397757255,-689.0201416015625,66.76831817626953,-6.465398788452148,9.377972602844238,-6.648953437805176,0.02108692191541195,-9.140353202819824,-4.015861988067627,-14.316764831542969,-7.523604869842529,-7.2486419677734375,-3.390995979309082,-6.410164833068848,25705.345703125,4931.30615234375,759.125732421875,531.07568359375,428.9938049316406,288.8764343261719,177.85533142089844,185.50074768066406,225.0105743408203,127.10218048095703,131.9755096435547,103.87164306640625,55.7171745300293
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-03-01-02-01-04.wav,03-01-03-01-02-01-04.wav,4,Happy,3,1,2,1,48000,3.5035,103.4427040878655,23.149784673394056,0.005259466823190451,4.741369411931373e-05,0.07044755651595745,-640.9706420898438,62.684852600097656,-11.865375518798828,6.167562007904053,1.3207414150238037,1.7006407976150513,-11.4257173538208,2.18151593208313,-7.7793755531311035,-8.224620819091797,-4.4529314041137695,-4.7077317237854,-4.42387580871582,28991.400390625,5948.21875,990.7723999023438,560.9224853515625,340.2965087890625,261.9293212890625,373.5206604003906,175.6881866455078,147.73562622070312,177.6884002685547,94.71758270263672,111.00694274902344,68.45071411132812
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-03-01-01-01-04.wav,03-01-03-01-01-01-04.wav,4,Happy,3,1,1,1,48000,3.5035,105.43167117615307,37.93542446449842,0.004231445491313934,3.9355098124360666e-05,0.048319065824468085,-676.8507690429688,66.8793716430664,-13.5396728515625,3.8077118396759033,-0.418602854013443,-0.7348262071609497,-11.490604400634766,-0.45724087953567505,-10.418559074401855,-8.775729179382324,-5.179497718811035,-3.077178955078125,-6.219843864440918,28808.2421875,5740.63623046875,978.6513061523438,382.70050048828125,234.3169708251953,178.93795776367188,331.7390441894531,171.43185424804688,213.5254364013672,206.68882751464844,109.39323425292969,89.3480224609375,90.30519104003906
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-03-01-01-02-04.wav,03-01-03-01-01-02-04.wav,4,Happy,3,1,1,2,48000,3.5368541666666666,133.85531372247607,34.38883976991012,0.006320260930806398,9.12120085558854e-05,0.05858051346009036,-631.0165405273438,62.36075210571289,-19.469829559326172,2.6381454467773438,-0.8869102001190186,0.575169563293457,-14.138813018798828,-0.2457655519247055,-8.771268844604492,-11.777572631835938,-4.83844518661499,-2.5989599227905273,-6.537761688232422,28820.189453125,4976.9140625,1163.2916259765625,483.9197998046875,288.2113342285156,190.99005126953125,468.9189147949219,226.05068969726562,139.24496459960938,268.5509338378906,99.29854583740234,79.75253295898438,83.98177337646484
audio data\Audios\audio_speech_actors_01-24\Actor_04\03-01-03-01-02-02-04.wav,03-01-03-01-02-02-04.wav,4,Happy,3,1,2,2,48000,3.4367708333333336,111.42178312671965,36.41730077552069,0.006798017304390669,8.760966738918796e-05,0.058543863680340556,-637.1911010742188,63.09922790527344,-12.59386157989502,3.6267709732055664,-0.3683813810348511,1.6646337509155273,-13.004400253295898,-0.6116207838058472,-9.141921997070312,-10.140823364257812,-2.663262128829956,-3.606238603591919,-5.511435508728027,29567.560546875,6019.30126953125,1088.135986328125,552.027587890625,345.9175109863281,227.71287536621094,420.1533508300781,164.20030212402344,209.13768005371094,251.4066925048828,93.8393325805664,93.7732162475586,70.65296936035156
