filename,actual_emotion,predicted_emotion,predicted_stress,angry_probability,disgust_probability,fear_probability,happy_probability,sad_probability,surprise_probability,neutral_probability,confidence
17880.png,Happy,Happy,Healthy,0.026785525,0.028364781,0.014640133,0.8818805,0.032568473,0.0010167157,0.014743893,0.8818805
17882.png,Happy,Surprise,Mild_Stress,0.08809365,0.019350782,0.33042824,0.15552928,0.038567178,0.33921266,0.028818214,0.33921266
17885.png,Happy,Neutral,Healthy,0.17712075,0.047852114,0.071007945,0.12565339,0.18087292,0.0399254,0.35756746,0.35756746
1789.png,Happy,Happy,Healthy,0.085719794,0.010377726,0.092131704,0.7079897,0.064193994,0.01738842,0.02219863,0.7079897
17897.png,Happy,Happy,Healthy,0.012742841,0.004057127,0.025788283,0.87781626,0.022797748,0.022228286,0.034569554,0.87781626
17904.png,Happy,Happy,Healthy,0.07985552,0.011609931,0.025615849,0.79460263,0.021660004,0.019771604,0.046884373,0.79460263
17905.png,Happy,Happy,Healthy,0.04998179,0.11651247,0.045397982,0.58218807,0.15483393,0.0029057218,0.04818002,0.58218807
17907.png,Happy,Happy,Healthy,0.08715785,0.008758389,0.0334448,0.734827,0.08285887,0.0083226,0.044630527,0.734827
17908.png,Happy,Happy,Healthy,0.052217815,0.034694053,0.028629575,0.6029539,0.107640445,0.001572599,0.17229164,0.6029539
17911.png,Happy,Happy,Healthy,0.0047230497,0.0028054395,0.004162357,0.9776798,0.003571342,0.0022794765,0.004778505,0.9776798
17916.png,Happy,Happy,Healthy,0.03933483,0.0032012786,0.029358452,0.8661553,0.036494046,0.01133517,0.0141209075,0.8661553
17917.png,Happy,Neutral,Healthy,0.104283184,0.086110115,0.122700766,0.14126292,0.23397166,0.05439395,0.2572774,0.2572774
17924.png,Happy,Happy,Healthy,0.11848433,0.048599865,0.049878906,0.6115487,0.07768933,0.047652997,0.04614575,0.6115487
17925.png,Happy,Happy,Healthy,0.01959944,0.007870366,0.006497056,0.9006792,0.016278332,0.001575632,0.04749995,0.9006792
17928.png,Happy,Happy,Healthy,0.045193013,0.007204194,0.051595505,0.72850084,0.02477778,0.115700044,0.02702863,0.72850084
1793.png,Happy,Happy,Healthy,0.0058374465,0.006527807,0.004731496,0.9554786,0.007994789,0.0021236867,0.017306192,0.9554786
17936.png,Happy,Happy,Healthy,0.14670421,0.08804357,0.08980844,0.44721758,0.1134115,0.032523766,0.08229092,0.44721758
17942.png,Happy,Happy,Healthy,0.11035416,0.011401716,0.0343419,0.68465316,0.071519315,0.019648498,0.068081275,0.68465316
17947.png,Happy,Sad,Mild_Stress,0.13948579,0.057367854,0.2164819,0.050652683,0.4357397,0.018276924,0.08199519,0.4357397
17948.png,Happy,Happy,Healthy,0.032147218,0.009836222,0.03924179,0.6707203,0.07194149,0.047592238,0.12852077,0.6707203
17949.png,Happy,Happy,Healthy,0.026634596,0.020637626,0.02179017,0.82019764,0.028842967,0.015808979,0.06608804,0.82019764
17950.png,Happy,Happy,Healthy,0.041294876,0.17568085,0.08440567,0.58197373,0.0674356,0.031918555,0.017290736,0.58197373
17957.png,Happy,Happy,Healthy,0.09022676,0.024033647,0.03189079,0.614938,0.120029144,0.008001051,0.110880636,0.614938
17962.png,Happy,Happy,Healthy,0.004257704,0.0015696032,0.0015578734,0.98809206,0.0021907808,0.000845621,0.0014863956,0.98809206
17963.png,Happy,Happy,Healthy,0.014119303,0.0019295956,0.008915482,0.9134531,0.020985484,0.0016290499,0.03896799,0.9134531
17965.png,Happy,Happy,Healthy,0.002456454,0.00053631375,0.000580123,0.9950205,0.0002910191,0.0008070945,0.00030851836,0.9950205
17968.png,Happy,Neutral,Healthy,0.044982646,0.0487874,0.04484237,0.14268085,0.23405112,0.010135753,0.47451982,0.47451982
17970.png,Happy,Happy,Healthy,0.024359373,0.02460644,0.010426023,0.7750187,0.07221795,0.0018828213,0.091488734,0.7750187
17972.png,Happy,Happy,Healthy,0.046377085,0.012522268,0.024005705,0.7537691,0.06828015,0.009187118,0.08585856,0.7537691
17982.png,Happy,Sad,Mild_Stress,0.032888304,0.14639066,0.0349368,0.17676868,0.4160544,0.00022318443,0.19273794,0.4160544
17983.png,Happy,Surprise,Mild_Stress,0.13523579,0.014336048,0.1764721,0.06011652,0.18207249,0.22746135,0.20430568,0.22746135
17987.png,Happy,Happy,Healthy,0.12463298,0.124098845,0.102828644,0.44564337,0.027796647,0.14908823,0.025911331,0.44564337
17990.png,Happy,Happy,Healthy,0.03144802,0.038975205,0.005613912,0.870224,0.033215337,0.00038346899,0.02014012,0.870224
17996.png,Happy,Happy,Healthy,0.003391515,0.0012967812,0.0012596782,0.97158945,0.0022181512,0.00068118045,0.019563375,0.97158945
17997.png,Happy,Happy,Healthy,0.012123045,0.051026713,0.009249813,0.88739276,0.025719818,0.0013545455,0.013133295,0.88739276
180.png,Happy,Happy,Healthy,0.028408505,0.02224796,0.027166044,0.5725157,0.28087562,0.0016968992,0.06708933,0.5725157
18002.png,Happy,Happy,Healthy,0.008195663,0.002751719,0.0020770016,0.9776313,0.0024831763,0.0013749117,0.005486383,0.9776313
1801.png,Happy,Angry,Severe_Stress,0.32376748,0.041327722,0.2748483,0.12636866,0.11079746,0.086802356,0.036087938,0.32376748
18012.png,Happy,Happy,Healthy,0.16219269,0.13521187,0.12699275,0.2864633,0.18619129,0.052510343,0.05043771,0.2864633
18016.png,Happy,Happy,Healthy,0.029228697,0.11791045,0.011881822,0.66099393,0.04584471,0.0024613028,0.13167912,0.66099393
18018.png,Happy,Happy,Healthy,0.013123829,0.0032422862,0.00674201,0.95748615,0.0064273505,0.0026455373,0.01033288,0.95748615
18019.png,Happy,Happy,Healthy,0.14015199,0.13288805,0.019725312,0.59876853,0.027456265,0.0026085319,0.07840126,0.59876853
18020.png,Happy,Happy,Healthy,0.031742904,0.013459255,0.13278651,0.44986248,0.1253222,0.11204554,0.13478114,0.44986248
18025.png,Happy,Neutral,Healthy,0.06592498,0.034080032,0.25270638,0.03862862,0.13967597,0.11799684,0.35098714,0.35098714
18027.png,Happy,Happy,Healthy,0.032184843,0.0066365195,0.009782404,0.90619165,0.019958835,0.002548101,0.0226976,0.90619165
18033.png,Happy,Happy,Healthy,0.010153759,0.008318256,0.0054593333,0.93698496,0.011717696,0.0060176505,0.021348309,0.93698496
18034.png,Happy,Happy,Healthy,0.0061536063,0.0016691464,0.0033888735,0.9709836,0.00351326,0.0024002732,0.01189126,0.9709836
18037.png,Happy,Happy,Healthy,0.045315973,0.019880237,0.02489425,0.70842683,0.13052274,0.0052292733,0.065730676,0.70842683
18039.png,Happy,Happy,Healthy,0.2302319,0.057842612,0.049179014,0.61435056,0.02591742,0.015616311,0.006862136,0.61435056
1804.png,Happy,Happy,Healthy,0.05812792,0.017616294,0.06311575,0.5085774,0.042611342,0.25807694,0.051874332,0.5085774
18040.png,Happy,Fear,Moderate_Stress,0.0471365,0.06273549,0.67327297,0.0034558303,0.17038049,0.0067838724,0.03623491,0.67327297
18041.png,Happy,Sad,Mild_Stress,0.104438275,0.014560586,0.18557519,0.053447876,0.5450386,0.012378719,0.08456076,0.5450386
18043.png,Happy,Sad,Mild_Stress,0.100285746,0.05985712,0.2156996,0.10363239,0.288722,0.040136818,0.1916663,0.288722
18045.png,Happy,Neutral,Healthy,0.05848733,0.006499092,0.15114637,0.24149428,0.23031163,0.06839089,0.2436704,0.2436704
18049.png,Happy,Happy,Healthy,0.003026694,0.00085237407,0.0008621037,0.9920242,0.0009829602,0.0003966314,0.0018550283,0.9920242
1805.png,Happy,Happy,Healthy,0.034789246,0.012204938,0.011888393,0.90997964,0.0076343263,0.013586899,0.009916651,0.90997964
18056.png,Happy,Happy,Healthy,0.14629821,0.22665216,0.06930968,0.31834286,0.077018425,0.0748449,0.087533705,0.31834286
18059.png,Happy,Neutral,Healthy,0.06249104,0.010168486,0.04457587,0.1708514,0.13604155,0.042408306,0.53346336,0.53346336
18070.png,Happy,Happy,Healthy,0.050995313,0.017162863,0.099416144,0.32040593,0.061305206,0.1964046,0.25430992,0.32040593
18071.png,Happy,Happy,Healthy,0.13840921,0.06808481,0.10144265,0.49535027,0.065093346,0.057150856,0.07446877,0.49535027
18074.png,Happy,Happy,Healthy,0.06020524,0.005546968,0.11245263,0.35195783,0.085258506,0.09446935,0.29010946,0.35195783
18076.png,Happy,Happy,Healthy,0.08678026,0.07645255,0.03192529,0.72283477,0.060379717,0.0024344483,0.019192966,0.72283477
1808.png,Happy,Happy,Healthy,0.010745811,0.010204222,0.012836527,0.91123927,0.021006998,0.01146087,0.02250646,0.91123927
18080.png,Happy,Happy,Healthy,0.13246198,0.052718706,0.030134631,0.67999464,0.03635939,0.014569298,0.053761296,0.67999464
18082.png,Happy,Happy,Healthy,0.3037726,0.07634826,0.10256781,0.37703237,0.024986258,0.102664314,0.012628393,0.37703237
18084.png,Happy,Happy,Healthy,0.017872062,0.004162645,0.006305907,0.91817766,0.0073836804,0.011016008,0.035082076,0.91817766
18086.png,Happy,Happy,Healthy,0.008807315,0.004097217,0.009741146,0.87087506,0.013806571,0.00656047,0.08611229,0.87087506
18087.png,Happy,Happy,Healthy,0.06550487,0.08059135,0.015593992,0.75598294,0.04280866,0.0031725348,0.036345746,0.75598294
1809.png,Happy,Happy,Healthy,0.04108458,0.0028618749,0.037523024,0.82269293,0.045489434,0.0137270065,0.036621105,0.82269293
18097.png,Happy,Happy,Healthy,0.09343903,0.0369074,0.047091097,0.6762597,0.13391005,0.003268535,0.009124227,0.6762597
18113.png,Happy,Happy,Healthy,0.041411918,0.008367535,0.015074458,0.83251655,0.0668204,0.008668249,0.027140964,0.83251655
18115.png,Happy,Happy,Healthy,0.009508023,0.0041408837,0.0032987893,0.9535407,0.015228216,0.0004965976,0.013786855,0.9535407
18118.png,Happy,Happy,Healthy,0.0053613586,0.0052313744,0.0022374943,0.93373615,0.0068085426,0.0010561547,0.04556897,0.93373615
18126.png,Happy,Angry,Severe_Stress,0.33886054,0.06019382,0.116648115,0.26007867,0.10789224,0.039638937,0.07668758,0.33886054
18127.png,Happy,Happy,Healthy,0.011485475,0.010148016,0.008977483,0.90758,0.019564647,0.0057615093,0.036482792,0.90758
1813.png,Happy,Happy,Healthy,0.08998383,0.028153315,0.025231475,0.57008076,0.11254173,0.008416834,0.16559204,0.57008076
18138.png,Happy,Happy,Healthy,0.029358717,0.07225305,0.00927314,0.86052847,0.008178305,0.0038734046,0.016534839,0.86052847
18143.png,Happy,Happy,Healthy,0.08686225,0.16231412,0.04367996,0.619486,0.05914018,0.0034842894,0.025033262,0.619486
18144.png,Happy,Angry,Severe_Stress,0.27960488,0.09594239,0.19001608,0.11131478,0.120089985,0.08001254,0.123019345,0.27960488
18147.png,Happy,Happy,Healthy,0.002722903,0.002548799,0.0026985174,0.9780382,0.004208135,0.0017673671,0.0080161225,0.9780382
1815.png,Happy,Happy,Healthy,0.059637398,0.019376844,0.03977836,0.5865098,0.06578563,0.009846143,0.21906577,0.5865098
18153.png,Happy,Happy,Healthy,0.051451806,0.027575944,0.07193598,0.7298095,0.042219408,0.034557268,0.04245003,0.7298095
1816.png,Happy,Happy,Healthy,0.015750945,0.015974263,0.010319131,0.9117361,0.025136653,0.005490826,0.015592185,0.9117361
18165.png,Happy,Happy,Healthy,0.002642062,0.0012393263,0.0016802412,0.98475075,0.00504746,0.0011042518,0.003535868,0.98475075
18169.png,Happy,Happy,Healthy,0.014582306,0.0016296246,0.0036308267,0.9681836,0.0055840914,0.0005154069,0.0058740685,0.9681836
18173.png,Happy,Happy,Healthy,0.031285275,0.037949797,0.023945196,0.85626596,0.026616847,0.010697507,0.013239441,0.85626596
18179.png,Happy,Happy,Healthy,0.016917316,0.012293002,0.0104879225,0.8816237,0.025929619,0.006823876,0.045924567,0.8816237
1818.png,Happy,Happy,Healthy,0.031879954,0.012198195,0.01091838,0.7423022,0.026078822,0.0027330017,0.1738894,0.7423022
18187.png,Happy,Happy,Healthy,0.0013786459,0.0004839708,0.0019601872,0.98550934,0.0008202828,0.0048448364,0.005002772,0.98550934
18188.png,Happy,Happy,Healthy,0.04812294,0.058361582,0.025193106,0.8535662,0.0077905897,0.004005272,0.0029602218,0.8535662
18194.png,Happy,Angry,Severe_Stress,0.49758238,0.022163123,0.1865704,0.15220298,0.06275235,0.063500255,0.01522851,0.49758238
18196.png,Happy,Happy,Healthy,0.095655106,0.046006024,0.17015404,0.35998043,0.13708125,0.07887084,0.11225227,0.35998043
18199.png,Happy,Surprise,Mild_Stress,0.23160681,0.026548719,0.10903747,0.10685047,0.118814364,0.30760214,0.09954,0.30760214
182.png,Happy,Happy,Healthy,0.08480691,0.031023115,0.07876735,0.70493937,0.06719365,0.0058724894,0.027397094,0.70493937
18205.png,Happy,Happy,Healthy,0.113142826,0.14955418,0.092685826,0.3265575,0.14860012,0.032441884,0.13701767,0.3265575
1821.png,Happy,Neutral,Healthy,0.08973609,0.03680177,0.054364253,0.3436461,0.0975771,0.022976706,0.354898,0.354898
18211.png,Happy,Happy,Healthy,0.0374768,0.040295932,0.014566229,0.6422481,0.05992672,0.0030641507,0.20242208,0.6422481
18212.png,Happy,Happy,Healthy,0.12943856,0.26024097,0.10905596,0.3262039,0.14690395,0.0011471978,0.027009407,0.3262039
18213.png,Happy,Happy,Healthy,0.29143682,0.02579896,0.02190014,0.62354004,0.02299658,0.00420738,0.010120045,0.62354004
18216.png,Happy,Sad,Mild_Stress,0.15988399,0.27638084,0.14095367,0.059210733,0.3194911,0.0027928553,0.04128686,0.3194911
18220.png,Happy,Happy,Healthy,0.0476004,0.0069415504,0.014883915,0.85238004,0.019930378,0.007960011,0.050303653,0.85238004
18222.png,Happy,Sad,Mild_Stress,0.09932694,0.09344332,0.13083789,0.06563053,0.5769448,0.0011680826,0.032648396,0.5769448
18224.png,Happy,Happy,Healthy,0.20877707,0.026954258,0.0830194,0.4178677,0.20148169,0.0116479155,0.050252,0.4178677
18225.png,Happy,Disgust,Moderate_Stress,0.078079514,0.3775498,0.046077047,0.06769738,0.16701253,0.0034418073,0.26014185,0.3775498
18226.png,Happy,Happy,Healthy,0.018765196,0.022615265,0.020242272,0.72156763,0.10446205,0.002289253,0.11005833,0.72156763
18227.png,Happy,Happy,Healthy,0.008724377,0.0041171582,0.006018319,0.7659893,0.025794987,0.0039467462,0.18540905,0.7659893
18231.png,Happy,Happy,Healthy,0.005780553,0.0019798637,0.003100901,0.95536256,0.014185186,0.00063176116,0.018959163,0.95536256
18237.png,Happy,Happy,Healthy,0.06159383,0.03864241,0.032704644,0.720706,0.035317153,0.02024514,0.0907909,0.720706
18238.png,Happy,Happy,Healthy,0.0035171376,0.006851329,0.00147999,0.95824236,0.009305965,0.00015126189,0.020451944,0.95824236
18243.png,Happy,Happy,Healthy,0.20990714,0.019162472,0.05871137,0.42914617,0.20679285,0.0019336567,0.07434628,0.42914617
18244.png,Happy,Happy,Healthy,0.010475098,0.0018241813,0.008262432,0.9552797,0.0066863177,0.003982897,0.013489375,0.9552797
18245.png,Happy,Happy,Healthy,0.018213976,0.010992544,0.010104367,0.8843943,0.028609203,0.0037479762,0.04393777,0.8843943
18246.png,Happy,Happy,Healthy,0.16305357,0.059916653,0.03569042,0.6486037,0.060285363,0.007114949,0.025335392,0.6486037
18248.png,Happy,Happy,Healthy,0.05413413,0.015103673,0.05359462,0.52401465,0.06879531,0.027916418,0.25644115,0.52401465
18249.png,Happy,Happy,Healthy,0.14607239,0.05173651,0.070731916,0.37580156,0.31197625,0.006850447,0.03683084,0.37580156
18250.png,Happy,Happy,Healthy,0.012774608,0.0074824453,0.027040109,0.78287214,0.05456782,0.0016196042,0.11364339,0.78287214
18255.png,Happy,Happy,Healthy,0.01386219,0.011700345,0.008210491,0.9164774,0.030736895,0.0023236128,0.016689057,0.9164774
18256.png,Happy,Happy,Healthy,0.07294476,0.08397107,0.04214135,0.698513,0.08850624,0.0016448968,0.012278731,0.698513
18259.png,Happy,Surprise,Mild_Stress,0.15865013,0.02232375,0.12449465,0.12672429,0.017291278,0.5192383,0.031277545,0.5192383
1826.png,Happy,Happy,Healthy,0.1565928,0.097746216,0.0441569,0.5453734,0.09222807,0.0076435674,0.056259133,0.5453734
18261.png,Happy,Neutral,Healthy,0.22570798,0.09769578,0.067804106,0.15694614,0.10747639,0.025673758,0.31869584,0.31869584
18278.png,Happy,Happy,Healthy,0.22467092,0.06781881,0.10031954,0.27509764,0.037419304,0.22243297,0.07224089,0.27509764
1828.png,Happy,Happy,Healthy,0.01867068,0.0095530385,0.010637627,0.94001526,0.009072028,0.005417377,0.0066339658,0.94001526
18282.png,Happy,Happy,Healthy,0.17726463,0.06670398,0.025282837,0.5627656,0.08120971,0.0032797004,0.08349353,0.5627656
18283.png,Happy,Happy,Healthy,0.030080356,0.004903196,0.021963853,0.9077093,0.0152282715,0.0067230696,0.013392032,0.9077093
18286.png,Happy,Sad,Mild_Stress,0.17697743,0.13712701,0.11308728,0.088684045,0.35916594,0.009611398,0.11534687,0.35916594
18289.png,Happy,Happy,Healthy,0.036847305,0.011811511,0.11411203,0.58060217,0.02343679,0.20565479,0.027535435,0.58060217
18297.png,Happy,Happy,Healthy,0.008832917,0.0020594895,0.014591878,0.93377066,0.023084247,0.005672026,0.011988907,0.93377066
18306.png,Happy,Happy,Healthy,0.00069315895,0.00025864065,0.0005755064,0.9968862,0.00034745233,0.00042356082,0.00081543566,0.9968862
18307.png,Happy,Happy,Healthy,0.05502258,0.045212626,0.015031589,0.70914537,0.090879284,0.0011560185,0.08355258,0.70914537
18308.png,Happy,Happy,Healthy,0.005751007,0.0037272756,0.004372538,0.9691621,0.006589877,0.0018707527,0.008526435,0.9691621
18316.png,Happy,Happy,Healthy,0.019332409,0.0057586543,0.018072898,0.8360654,0.039197218,0.01859614,0.06297726,0.8360654
1832.png,Happy,Happy,Healthy,0.03204858,0.0075889733,0.030736528,0.5076277,0.064428866,0.084294915,0.27327442,0.5076277
18320.png,Happy,Happy,Healthy,0.046105657,0.025421672,0.013096671,0.7604973,0.032661404,0.003127647,0.11908971,0.7604973
18323.png,Happy,Happy,Healthy,0.13991751,0.14831068,0.025086535,0.6589794,0.014233284,0.0036429174,0.009829689,0.6589794
18324.png,Happy,Angry,Severe_Stress,0.30827573,0.20123482,0.1716243,0.0066737966,0.13112295,0.05781935,0.12324904,0.30827573
1833.png,Happy,Neutral,Healthy,0.04498015,0.16192894,0.04867723,0.10437758,0.18523458,0.011828859,0.44297266,0.44297266
18332.png,Happy,Sad,Mild_Stress,0.13437542,0.07827867,0.09801791,0.06222784,0.5653225,0.0009601485,0.06081759,0.5653225
18334.png,Happy,Happy,Healthy,0.0050760102,0.0017161819,0.0020838848,0.9752271,0.008963515,0.0007954976,0.006137815,0.9752271
18335.png,Happy,Happy,Healthy,0.06711356,0.075959764,0.050441124,0.73922694,0.04510266,0.009188708,0.012967237,0.73922694
18340.png,Happy,Happy,Healthy,0.23718214,0.117843665,0.15699558,0.30139393,0.079091266,0.040010545,0.06748282,0.30139393
18341.png,Happy,Happy,Healthy,0.030353375,0.01631299,0.02877008,0.76503986,0.12096174,0.0030278824,0.035534035,0.76503986
18351.png,Happy,Neutral,Healthy,0.1549852,0.066035055,0.07231205,0.25756758,0.13946158,0.0028123178,0.30682623,0.30682623
18356.png,Happy,Happy,Healthy,0.15061662,0.06468374,0.09640788,0.6193433,0.020707006,0.044793934,0.0034475883,0.6193433
18357.png,Happy,Happy,Healthy,0.0119056,0.021358708,0.024741756,0.8487445,0.048121084,0.00777054,0.037357714,0.8487445
18358.png,Happy,Neutral,Healthy,0.07882372,0.035226643,0.03868378,0.16435711,0.26319185,0.004317627,0.4153992,0.4153992
18371.png,Happy,Happy,Healthy,0.040213387,0.011143335,0.026889691,0.8234816,0.046499286,0.014912812,0.036859915,0.8234816
18373.png,Happy,Happy,Healthy,0.07625365,0.039890114,0.057041697,0.61413753,0.15338176,0.0024031294,0.056892022,0.61413753
18382.png,Happy,Happy,Healthy,0.010554414,0.003796166,0.013709819,0.9078409,0.016804399,0.017203325,0.030090937,0.9078409
18383.png,Happy,Happy,Healthy,0.10244441,0.22271839,0.07088367,0.40661752,0.13563144,0.0058752885,0.055829257,0.40661752
18385.png,Happy,Angry,Severe_Stress,0.29981956,0.042776838,0.13391739,0.1138124,0.2399085,0.07867286,0.09109244,0.29981956
18400.png,Happy,Happy,Healthy,0.06395173,0.018020583,0.22938249,0.48466706,0.037975192,0.14539622,0.02060675,0.48466706
18405.png,Happy,Happy,Healthy,0.15457419,0.16092369,0.04847413,0.5335563,0.040591624,0.015397541,0.046482656,0.5335563
18406.png,Happy,Happy,Healthy,0.042563368,0.075201534,0.0141942855,0.7209244,0.09620975,0.0018262803,0.049080413,0.7209244
18413.png,Happy,Happy,Healthy,0.004834377,0.0013617326,0.008601862,0.9514436,0.0059203343,0.0068708067,0.020967212,0.9514436
18414.png,Happy,Happy,Healthy,0.010881214,0.020588657,0.009102749,0.89515865,0.017236019,0.004034246,0.042998586,0.89515865
1842.png,Happy,Sad,Mild_Stress,0.22500086,0.021083437,0.14884745,0.16861394,0.22613448,0.054842047,0.15547778,0.22613448
18421.png,Happy,Happy,Healthy,0.008455407,0.0024786172,0.016424868,0.89960307,0.009811516,0.01875371,0.044472888,0.89960307
18424.png,Happy,Disgust,Moderate_Stress,0.17917539,0.39537477,0.07387688,0.011678377,0.21764237,0.0010122409,0.12124004,0.39537477
18425.png,Happy,Happy,Healthy,0.04930582,0.108700916,0.01985486,0.5548208,0.1283261,0.0036597329,0.13533182,0.5548208
18427.png,Happy,Happy,Healthy,0.022243313,0.0096662985,0.013252944,0.9244672,0.0092115505,0.015119849,0.006038833,0.9244672
18438.png,Happy,Happy,Healthy,0.008118364,0.004890169,0.006938854,0.96626294,0.00218312,0.008004728,0.0036017876,0.96626294
18442.png,Happy,Sad,Mild_Stress,0.09871702,0.055241056,0.21128184,0.20202343,0.3115234,0.01509679,0.10611643,0.3115234
18443.png,Happy,Sad,Mild_Stress,0.08611366,0.046397835,0.08901871,0.13183945,0.52634346,0.0018466491,0.11844024,0.52634346
18444.png,Happy,Happy,Healthy,0.037142824,0.010928848,0.041086957,0.6698249,0.05363381,0.04257528,0.14480735,0.6698249
18446.png,Happy,Happy,Healthy,0.01864635,0.0079396,0.010710813,0.8880059,0.02129152,0.008009697,0.045396183,0.8880059
18448.png,Happy,Happy,Healthy,0.067385785,0.008365913,0.020995153,0.7040978,0.021015406,0.024298012,0.15384197,0.7040978
1845.png,Happy,Happy,Healthy,0.25730515,0.0435962,0.078970395,0.3952707,0.09798931,0.041798532,0.085069805,0.3952707
18450.png,Happy,Happy,Healthy,0.0032002626,0.00071198575,0.0020611887,0.98647773,0.0022942964,0.00087116816,0.004383306,0.98647773
18452.png,Happy,Happy,Healthy,0.080093935,0.03396078,0.09202694,0.5312028,0.12057659,0.036057957,0.10608106,0.5312028
18455.png,Happy,Neutral,Healthy,0.09527412,0.01444916,0.07183527,0.22758234,0.2651792,0.023386158,0.3022938,0.3022938
18465.png,Happy,Neutral,Healthy,0.08711625,0.03244274,0.2104156,0.09601774,0.18232095,0.087162085,0.3045246,0.3045246
18471.png,Happy,Happy,Healthy,0.027356056,0.009615349,0.03309511,0.82377964,0.04473443,0.021791348,0.03962815,0.82377964
18476.png,Happy,Happy,Healthy,0.032411933,0.048078157,0.021184137,0.8375146,0.015944876,0.01736117,0.027505051,0.8375146
18477.png,Happy,Happy,Healthy,0.029370371,0.017739976,0.023206877,0.812454,0.010025747,0.040030163,0.06717295,0.812454
1848.png,Happy,Happy,Healthy,0.0067690345,0.002054535,0.0017042491,0.9838181,0.0027843982,0.0008423059,0.0020273754,0.9838181
18483.png,Happy,Happy,Healthy,0.09756306,0.026487611,0.04913219,0.36674812,0.20829521,0.008192639,0.24358124,0.36674812
18485.png,Happy,Happy,Healthy,0.03635611,0.01840492,0.013285937,0.82292867,0.046461966,0.0041344105,0.05842791,0.82292867
18487.png,Happy,Disgust,Moderate_Stress,0.16939373,0.32467282,0.21155474,0.08118924,0.10917634,0.040983077,0.063030064,0.32467282
18493.png,Happy,Happy,Healthy,0.024209889,0.016400512,0.005880255,0.94536346,0.0046017496,0.0011064329,0.0024377499,0.94536346
18494.png,Happy,Disgust,Moderate_Stress,0.20373127,0.619657,0.097052716,0.021371907,0.051587142,0.0017866545,0.0048133363,0.619657
18498.png,Happy,Happy,Healthy,0.21303101,0.14550957,0.11308256,0.34996563,0.08236375,0.028670833,0.06737662,0.34996563
1850.png,Happy,Happy,Healthy,0.0054154918,0.00618417,0.0047627417,0.9719264,0.0045257667,0.0008424904,0.00634317,0.9719264
18501.png,Happy,Surprise,Mild_Stress,0.07148835,0.010978971,0.12677142,0.17953415,0.040381275,0.52773243,0.043113366,0.52773243
18503.png,Happy,Happy,Healthy,0.01424963,0.0051902737,0.01075873,0.80027497,0.022426696,0.0036328617,0.14346685,0.80027497
18504.png,Happy,Happy,Healthy,0.07625963,0.0148152085,0.0274513,0.7352941,0.021962311,0.062029924,0.062187556,0.7352941
18505.png,Happy,Disgust,Moderate_Stress,0.10217407,0.42559868,0.04923639,0.13979727,0.16610533,0.0020360555,0.11505226,0.42559868
18511.png,Happy,Sad,Mild_Stress,0.09011039,0.07916585,0.08335527,0.14987859,0.3570889,0.017032979,0.22336805,0.3570889
18514.png,Happy,Happy,Healthy,0.031502392,0.018127816,0.008267754,0.8994625,0.02919591,0.0017778854,0.011665692,0.8994625
18520.png,Happy,Happy,Healthy,0.007753255,0.009112995,0.005923526,0.9519067,0.0061063804,0.00312404,0.01607324,0.9519067
18526.png,Happy,Happy,Healthy,0.21912321,0.040975995,0.1466192,0.40334684,0.05044592,0.10021332,0.039275452,0.40334684
1853.png,Happy,Happy,Healthy,0.030884732,0.0050851125,0.038994256,0.69625133,0.100841716,0.012157641,0.11578525,0.69625133
18531.png,Happy,Happy,Healthy,0.100856364,0.035336573,0.15163912,0.38478777,0.09765759,0.17209925,0.05762341,0.38478777
18541.png,Happy,Happy,Healthy,0.057403464,0.10848114,0.12752214,0.283506,0.11982459,0.08299654,0.22026607,0.283506
18548.png,Happy,Happy,Healthy,0.04917001,0.0101119885,0.051002007,0.55196226,0.047682762,0.14551151,0.14455943,0.55196226
18552.png,Happy,Happy,Healthy,0.12864958,0.01242041,0.040905174,0.6233123,0.08915528,0.028021848,0.07753546,0.6233123
18553.png,Happy,Happy,Healthy,0.049240887,0.007958559,0.035841197,0.5214843,0.11718323,0.019234126,0.2490577,0.5214843
18556.png,Happy,Happy,Healthy,0.08416418,0.008738684,0.024450505,0.8187541,0.008048951,0.04977337,0.0060702576,0.8187541
18557.png,Happy,Happy,Healthy,0.04552926,0.01852361,0.015806435,0.8702735,0.025098534,0.004766427,0.020002225,0.8702735
18563.png,Happy,Happy,Healthy,0.014155149,0.0027575537,0.015494068,0.9191802,0.012643677,0.008975513,0.026793743,0.9191802
18564.png,Happy,Neutral,Healthy,0.10524024,0.09478164,0.0572698,0.06729058,0.303272,0.009672018,0.3624737,0.3624737
18568.png,Happy,Happy,Healthy,0.06780832,0.019390661,0.030140718,0.41436,0.06417247,0.016520124,0.38760763,0.41436
18576.png,Happy,Happy,Healthy,0.016435461,0.005091269,0.02602958,0.93328375,0.008225446,0.0068670544,0.0040674605,0.93328375
18578.png,Happy,Happy,Healthy,0.05354824,0.014244512,0.06966919,0.6175865,0.0803547,0.030837784,0.13375914,0.6175865
18580.png,Happy,Neutral,Healthy,0.2538104,0.09944647,0.19957261,0.01318206,0.09504164,0.06745844,0.2714884,0.2714884
18596.png,Happy,Happy,Healthy,0.103228904,0.047455784,0.060111918,0.7447374,0.035204843,0.0046290304,0.0046320404,0.7447374
